Time [ms], Current [adc], Roll [deg], Pitch [deg], Yaw [deg]
4,8,0,0,180
13,40,0,0,180
23,42,0,0,180
33,51,0,-1,180
42,42,0,-1,180
53,60,0,-1,180
63,55,0,-1,180
73,58,0,-1,180
82,42,0,-1,180
93,46,0,-1,180
103,68,0,-1,180
113,58,0,-1,180
123,56,0,-2,180
133,69,0,-2,180
143,57,0,-2,180
153,69,0,-2,180
163,46,0,-2,180
173,71,0,-2,180
183,63,0,-2,180
193,70,0,-2,180
203,51,0,-3,180
213,75,0,-3,180
223,53,0,-3,180
233,61,0,-3,180
243,51,0,-3,180
253,63,0,-3,180
263,44,0,-3,180
273,83,0,-4,180
283,49,0,-4,180
292,59,0,-4,180
303,57,0,-4,180
313,65,0,-4,180
323,49,0,-4,180
332,80,0,-4,180
343,93,0,-4,180
353,72,1,-5,180
363,68,1,-5,180
373,64,1,-5,180
383,55,1,-5,180
393,84,1,-5,180
403,78,1,-5,180
413,28,2,-6,180
423,91,2,-6,180
433,195,2,-6,180
443,271,2,-6,180
453,148,2,-6,180
463,3772,3,-6,180
473,3704,3,-6,180
483,3017,3,-6,180
493,3364,3,-6,180
503,3790,3,-7,180
513,3769,2,-7,180
523,0,2,-7,180
533,17,2,-7,180
542,19,2,-7,180
553,7,2,-7,180
563,9,2,-7,180
573,14,2,-7,180
582,12,2,-7,180
593,16,2,-7,180
603,9,2,-7,180
613,13,2,-8,180
623,4,2,-8,180
633,9,2,-8,180
643,7,2,-8,180
653,0,2,-8,180
663,14,2,-8,180
673,20,2,-8,180
683,14,2,-8,180
693,25,2,-8,180
703,10,2,-9,180
713,1,2,-9,180
723,23,2,-9,180
733,4,2,-9,180
743,16,1,-9,180
753,14,1,-9,180
763,0,1,-10,180
773,34,1,-10,180
783,9,1,-10,180
792,14,1,-10,180
803,30,1,-10,180
813,1,1,-10,180
823,0,1,-10,180
832,36,1,-10,180
843,14,1,-11,181
853,36,1,-11,181
863,11,1,-11,181
873,10,1,-11,181
883,0,1,-11,181
893,41,1,-11,181
903,0,1,-11,181
913,50,1,-11,181
923,12,1,-12,181
933,24,1,-12,181
943,12,1,-12,181
953,30,1,-12,180
963,0,1,-12,180
973,32,1,-12,180
983,3,1,-13,180
993,27,1,-13,180
1003,12,1,-13,180
1013,40,1,-13,180
1023,1,1,-13,180
1033,36,1,-13,180
1042,0,1,-13,180
1053,16,1,-13,180
1063,1,1,-14,180
1073,19,1,-14,180
1082,31,1,-14,180
1093,31,1,-14,180
1103,3,1,-14,180
1113,34,1,-14,180
1123,0,1,-14,180
1133,34,0,-14,180
1143,12,1,-15,180
1153,24,1,-15,180
1163,28,1,-15,180
1173,33,1,-15,180
1183,0,1,-15,180
1193,36,1,-15,180
1203,22,1,-15,180
1213,14,1,-15,180
1223,30,0,-15,180
1233,21,0,-15,180
1243,13,0,-16,180
1253,25,0,-16,180
1263,12,1,-16,180
1273,31,0,-16,180
1283,0,1,-16,180
1292,53,0,-16,180
1303,32,0,-16,180
1313,24,0,-16,180
1323,20,0,-17,180
1332,21,0,-17,180
1343,4,0,-17,180
1353,30,0,-17,180
1363,0,0,-17,180
1373,28,0,-17,180
1383,0,1,-17,180
1393,16,1,-18,180
1403,10,0,-18,180
1413,15,0,-18,180
1423,3,0,-18,180
1433,14,0,-18,180
1443,0,0,-18,180
1453,42,0,-18,180
1463,40,1,-18,180
1473,24,1,-18,180
1483,4,1,-18,179
1493,12,1,-19,179
1503,21,1,-19,179
1513,25,1,-19,179
1523,0,1,-19,179
1533,28,1,-19,179
1542,0,1,-19,179
1553,30,1,-19,179
1563,0,1,-19,179
1573,9,1,-20,179
1582,0,1,-20,179
1593,6,1,-20,179
1603,12,1,-20,179
1613,23,1,-20,179
1623,0,1,-20,179
1633,39,1,-20,179
1643,0,1,-20,179
1653,34,1,-21,179
1663,12,1,-21,179
1673,18,1,-21,179
1683,15,1,-21,179
1693,25,1,-21,179
1703,1,1,-21,179
1713,29,1,-21,179
1723,0,1,-21,179
1733,36,1,-22,179
1743,0,1,-22,179
1753,21,1,-22,179
1763,22,1,-22,179
1773,23,1,-22,179
1783,0,1,-22,179
1792,18,1,-22,179
1803,9,1,-22,179
1813,25,1,-22,179
1823,8,1,-23,179
1832,22,2,-23,179
1843,0,2,-23,179
1853,50,2,-23,179
1863,16,2,-23,179
1873,33,2,-23,179
1883,20,2,-23,179
1893,11,2,-23,179
1903,4,2,-23,179
1913,9,2,-24,179
1923,0,2,-24,179
1933,33,2,-24,179
1943,8,2,-24,179
1953,24,2,-24,179
1963,0,2,-24,179
1973,32,2,-24,179
1983,13,2,-24,179
1993,26,2,-24,179
2003,13,2,-25,179
2013,15,2,-25,179
2023,17,2,-25,179
2033,21,2,-25,179
2042,0,2,-25,179
2053,22,2,-25,179
2063,0,2,-25,179
2073,24,2,-26,179
2082,0,2,-26,179
2093,15,2,-26,178
2103,0,3,-26,179
2113,34,3,-26,178
2123,5,3,-26,179
2133,17,3,-26,178
2143,2,3,-26,179
2153,16,2,-26,179
2163,16,3,-27,179
2173,23,3,-27,179
2183,6,3,-27,179
2193,35,3,-27,179
2203,3,3,-27,179
2213,33,3,-27,179
2223,4,3,-27,179
2233,18,3,-27,179
2243,15,3,-27,179
2253,31,3,-28,179
2263,7,3,-28,179
2273,14,3,-28,179
2283,11,3,-28,179
2292,22,3,-28,179
2303,25,3,-28,179
2313,9,3,-28,179
2323,28,3,-28,179
2332,17,3,-29,179
2343,11,3,-28,178
2353,32,3,-29,178
2363,0,3,-29,178
2373,28,3,-29,178
2383,18,3,-29,178
2393,14,4,-29,178
2403,5,4,-29,178
2413,28,4,-29,178
2423,25,4,-30,178
2433,15,4,-29,178
2443,0,4,-30,179
2453,32,4,-30,179
2463,14,4,-30,178
2473,16,4,-30,178
2483,14,4,-30,179
2493,26,4,-30,179
2503,2,4,-30,179
2513,40,4,-31,179
2523,1,4,-31,179
2533,32,4,-31,179
2542,6,4,-31,179
2553,7,4,-31,179
