Time [ms], Current [adc], Roll [deg], Pitch [deg], Yaw [deg]
65323,1900,-144,-88,-83
65333,1902,-144,-88,-83
65343,1925,-141,-88,-86
65353,1917,-145,-88,-82
65363,1916,-144,-88,-83
65373,1916,-145,-88,-82
65383,1916,-147,-88,-80
65393,1913,-146,-88,-81
65403,1916,-148,-88,-79
65413,1914,-151,-88,-76
65423,1913,-149,-88,-78
65433,1912,-152,-89,-75
65443,1914,-153,-89,-74
65453,1905,-155,-89,-72
65463,1908,-154,-89,-74
65473,1910,-153,-88,-74
65483,1913,-157,-88,-70
65493,1916,-157,-88,-70
65503,1914,-159,-88,-68
65513,1912,-163,-88,-64
65523,1908,-161,-88,-66
65533,1914,-158,-88,-69
7,1914,-160,-88,-67
17,1912,-159,-88,-68
27,1912,-159,-88,-68
37,1914,-163,-88,-65
47,1915,-164,-88,-63
57,1919,-160,-88,-68
67,1916,-159,-88,-69
77,1915,-157,-88,-70
87,1908,-161,-88,-67
97,1911,-156,-88,-71
107,1910,-158,-88,-70
117,1912,-155,-88,-73
127,1914,-156,-88,-72
137,1910,-156,-88,-72
147,1914,-154,-88,-75
157,1917,-155,-88,-74
167,1913,-156,-88,-72
177,1911,-154,-88,-75
0,1912,-154,-88,-75
10,1910,-156,-88,-73
20,1900,-153,-88,-76
30,1920,-153,-88,-76
40,1905,-150,-87,-79
50,1902,-150,-87,-78
60,1902,-148,-87,-81
70,1906,-147,-87,-82
80,1906,-143,-87,-86
90,1916,-142,-87,-88
100,1921,-142,-87,-87
110,1914,-140,-87,-89
120,1921,-138,-87,-90
130,1923,-136,-87,-93
140,1917,-132,-87,-97
150,1923,-125,-87,-103
160,1933,-119,-87,-110
170,1955,-109,-88,-119
180,1938,-102,-88,-126
190,1949,-102,-88,-126
200,1965,-100,-88,-128
210,2050,-101,-87,-127
220,1944,-103,-87,-125
230,1969,-103,-87,-124
240,2037,-102,-87,-125
250,1989,-99,-87,-128
260,1947,-97,-87,-130
270,1961,-94,-87,-132
280,1944,-95,-87,-132
290,1931,-96,-88,-130
300,1983,-99,-88,-127
310,2037,-107,-88,-119
320,2121,-115,-88,-111
330,2157,-118,-88,-108
340,2435,-123,-88,-103
350,2391,-124,-88,-102
360,2454,-124,-88,-103
370,2845,-126,-88,-100
380,2725,-127,-89,-99
390,2930,-132,-89,-95
400,2585,-134,-89,-93
410,2994,-134,-88,-93
420,3139,-142,-89,-84
430,3079,-137,-89,-89
440,3121,-148,-88,-77
450,3137,-161,-88,-64
460,3303,-165,-89,-59
470,3569,-173,-90,-51
480,3653,-2,-89,139
490,3546,4,-88,133
500,3627,1,-87,137
510,3776,-2,-88,141
520,3759,-5,-88,144
530,3772,-8,-88,148
540,3721,-6,-87,146
550,3726,-10,-86,149
560,3729,-14,-86,153
570,3722,-27,-87,166
580,3726,-29,-86,169
590,3712,-26,-86,165
600,3719,-31,-86,170
610,3692,-38,-86,177
620,3639,-38,-85,176
630,3692,-38,-85,176
640,3765,-41,-85,179
650,3657,-40,-85,177
660,3699,-42,-84,179
670,3779,-47,-84,-176
680,3750,-51,-84,-173
690,3733,-52,-83,-172
700,3695,-55,-83,-170
710,3682,-52,-83,-173
720,3733,-56,-83,-170
730,3752,-53,-82,-172
740,3740,-52,-82,-173
750,3650,-55,-82,-171
760,3675,-54,-82,-171
770,3738,-54,-82,-171
780,3762,-54,-82,-171
790,3728,-52,-82,-173
800,3727,-49,-83,-175
810,3724,-49,-83,-175
820,3686,-45,-83,-179
830,3737,-43,-83,179
840,3657,-42,-83,177
850,3659,-37,-83,172
860,3673,-37,-83,173
870,3725,-37,-84,173
880,3720,-36,-84,172
890,3707,-42,-85,177
900,3645,-40,-85,176
910,3746,-43,-85,178
920,3662,-49,-86,-176
930,3705,-48,-86,-177
940,3650,-54,-87,-171
950,3664,-60,-87,-165
960,3663,-73,-88,-153
970,3691,-88,-88,-137
980,3701,-70,-88,-155
990,3615,-59,-88,-166
1000,3639,-78,-88,-147
1010,3741,-62,-87,-163
1020,3700,-65,-87,-160
1030,3682,-74,-87,-152
1040,3773,-69,-87,-156
1050,3683,-75,-87,-151
1060,3734,-83,-86,-142
1070,3747,-84,-86,-142
1080,3722,-85,-86,-141
1090,3744,-80,-85,-146
1100,3717,-81,-85,-145
1110,3724,-80,-85,-145
1120,3737,-78,-85,-147
1130,3668,-82,-85,-143
1140,3678,-81,-84,-144
1150,3740,-81,-84,-144
1160,3678,-83,-84,-143
1170,3708,-82,-84,-145
1180,3731,-85,-84,-142
1190,3666,-84,-84,-143
1200,3741,-83,-84,-146
1210,3693,-81,-84,-147
1220,3733,-78,-84,-152
1230,3770,-78,-83,-152
1240,3697,-76,-83,-154
1250,3640,-70,-83,-160
1260,3730,-71,-83,-160
1270,3731,-66,-83,-165
1280,3661,-63,-84,-168
1290,3708,-60,-84,-170
1300,3636,-54,-84,-176
1310,3652,-50,-85,180
1320,3686,-43,-85,173
1330,3640,-35,-84,165
1340,3622,-34,-84,164
1350,3669,-30,-84,160
1360,3720,-29,-85,160
1370,3700,-26,-85,157
1380,3708,-26,-86,157
1390,3605,-25,-86,155
1400,3703,-20,-87,150
1410,3751,-16,-87,146
1420,3717,-14,-87,144
1430,3683,-12,-88,142
1440,3749,-11,-88,141
1450,3603,6,-89,125
1460,3703,-178,-90,-52
1470,3651,-173,-89,-56
1480,3655,126,-90,5
1490,3747,134,-90,-4
1500,3705,101,-90,30
1510,3657,-25,-90,156
1520,3684,-18,-90,149
1530,3624,-5,-90,136
1540,3726,-40,-89,171
1550,3655,-53,-89,-176
1560,3659,-72,-89,-156
1570,3737,-64,-89,-165
1580,3727,-78,-88,-151
1590,3726,-65,-88,-163
1600,3629,-74,-88,-155
1610,3668,-80,-88,-149
1620,3703,-72,-88,-156
1630,3708,-87,-87,-142
1640,3687,-78,-87,-151
1650,3688,-82,-87,-148
1660,3655,-83,-87,-147
1670,3697,-84,-87,-147
1680,3746,-91,-87,-141
1690,3702,-89,-87,-143
1700,3713,-77,-86,-156
1710,3691,-69,-86,-164
1720,3701,-65,-86,-169
1730,3694,-71,-85,-163
1740,3684,-64,-85,-170
1750,3714,-67,-85,-168
1760,3658,-62,-84,-172
1770,3756,-60,-85,-174
1780,3636,-57,-85,-177
1790,3764,-52,-85,178
1800,3635,-52,-85,179
1810,3692,-46,-85,172
1820,3717,-45,-85,171
1830,3672,-38,-85,165
1840,3749,-34,-85,160
1850,3646,-33,-85,160
1860,3556,-31,-85,158
1870,3699,-40,-86,167
1880,3549,-44,-87,171
1890,3771,-54,-87,-179
1900,3696,-59,-88,-175
1910,3583,-58,-88,-176
1920,3643,-71,-88,-163
1930,3774,-78,-89,-155
1940,3751,-130,-89,-104
1950,3687,-140,-88,-93
1960,3776,-128,-89,-105
1970,3687,-130,-89,-103
1980,3723,-143,-88,-90
1990,3679,-122,-89,-110
2000,3680,-128,-88,-104
2010,3734,-116,-88,-116
2020,3681,-76,-89,-156
2030,3620,-107,-89,-125
2040,3710,-120,-88,-112
2050,3632,-116,-88,-116
2060,3637,-105,-88,-127
2070,3721,-99,-88,-133
2080,3603,-100,-87,-132
2090,3628,-94,-87,-139
2100,3646,-101,-86,-131
2110,3720,-108,-86,-124
2120,3627,-100,-86,-132
2130,3664,-105,-86,-127
2140,3778,-107,-86,-125
2150,3763,-110,-85,-123
2160,3646,-107,-85,-127
2170,3704,-106,-85,-128
2180,3751,-101,-85,-133
2190,3564,-97,-85,-137
2200,3668,-100,-85,-136
2210,3770,-94,-85,-142
2220,3729,-90,-85,-147
2230,3668,-83,-85,-154
2240,3721,-81,-85,-157
2250,3636,-82,-85,-156
2260,3725,-75,-84,-163
2270,3740,-77,-85,-161
2280,3677,-71,-85,-167
2290,3693,-70,-85,-168
2300,3678,-64,-85,-173
2310,3747,-61,-86,-176
2320,3766,-56,-86,179
2330,3746,-48,-86,171
2340,3660,-43,-86,166
2350,3733,-36,-86,159
2360,3710,-37,-86,160
2370,3711,-30,-86,153
2380,3693,-33,-87,157
2390,3716,-27,-88,150
2400,3678,-27,-88,150
2410,3672,-19,-89,142
2420,3617,-20,-89,142
2430,3650,22,-90,101
2440,3716,120,-90,3
2450,3674,152,-89,-29
2460,3700,154,-89,-31
2470,3683,135,-89,-12
2480,3717,111,-89,12
2490,3694,131,-89,-7
2500,3641,109,-89,15
2510,3632,131,-89,-6
2520,3668,124,-89,1
2530,3619,136,-89,-12
2540,3739,156,-89,-32
2550,3678,156,-89,-31
2560,3663,-173,-89,-62
2570,3574,-154,-89,-81
2580,3577,-137,-89,-98
2590,3687,-117,-89,-118
2600,3613,-122,-88,-113
2610,3676,-107,-88,-128
2620,3695,-117,-88,-118
2630,3647,-107,-88,-129
2640,3764,-114,-88,-121
2650,3657,-108,-88,-128
2660,3630,-106,-87,-130
2670,3689,-105,-87,-132
2680,3642,-101,-87,-137
2690,3692,-108,-87,-130
2700,3720,-99,-87,-140
2710,3684,-99,-86,-140
2720,3672,-87,-86,-152
2730,3696,-91,-86,-149
2740,3717,-81,-86,-159
2750,3698,-87,-86,-153
2760,3628,-83,-86,-157
2770,3676,-82,-86,-158
2780,3637,-79,-86,-161
2790,3640,-76,-86,-164
2800,3742,-74,-86,-165
2810,3725,-68,-87,-171
2820,3649,-69,-87,-170
2830,3672,-58,-87,179
2840,3575,-55,-87,175
2850,3645,-44,-87,165
2860,3652,-52,-88,173
2870,3601,-45,-88,166
2880,3672,-81,-89,-158
2890,3696,-95,-89,-143
2900,3709,-139,-89,-100
2910,3611,-155,-89,-84
2920,3604,-163,-89,-76
2930,3653,-173,-88,-66
2940,3667,-179,-89,-60
2950,3718,179,-88,-58
2960,3710,-178,-88,-61
2970,3668,-177,-88,-61
2980,3723,-178,-89,-60
2990,3752,-176,-88,-62
3000,3673,177,-89,-55
3010,3774,179,-89,-57
3020,3707,170,-89,-48
3030,3727,-178,-89,-60
3040,3754,-160,-89,-78
3050,3675,-138,-89,-100
3060,3734,-122,-89,-116
3070,3742,-117,-89,-121
3080,3706,-94,-88,-144
3090,3633,-77,-88,-161
3100,3737,-71,-88,-167
3110,3679,-78,-87,-160
3120,3693,-77,-87,-161
3130,3729,-72,-87,-166
3140,3664,-74,-87,-164
3150,3668,-72,-87,-166
3160,3650,-76,-86,-163
3170,3702,-78,-86,-162
3180,3751,-84,-86,-156
3190,3677,-81,-86,-160
3200,3618,-80,-86,-161
3210,3674,-81,-86,-161
3220,3700,-84,-86,-158
3230,3711,-75,-86,-167
3240,3695,-65,-85,-178
3250,3723,-72,-85,-171
3260,3668,-63,-85,179
3270,3696,-58,-85,175
3280,3606,-52,-85,169
3290,3656,-49,-85,166
3300,3642,-45,-85,162
3310,3688,-39,-86,157
3320,3687,-33,-86,150
3330,3566,-30,-86,147
3340,3665,-25,-86,142
3350,3634,-19,-85,137
3360,3730,-15,-85,132
3370,3660,-11,-86,129
3380,3674,-8,-86,126
3390,3727,-6,-87,124
3400,3633,-2,-88,119
3410,3616,1,-88,117
3420,3682,3,-88,115
3430,3672,1,-88,116
3440,3599,7,-88,110
3450,3682,15,-88,103
3460,3662,15,-88,103
3470,3688,14,-88,105
3480,3651,19,-88,99
3490,3743,18,-88,100
3500,3669,20,-88,99
3510,3723,16,-88,102
3520,3670,24,-88,95
3530,3711,18,-88,101
3540,3633,13,-88,106
3550,3739,5,-88,114
3560,3723,-3,-88,122
3570,3718,-11,-88,130
3580,3684,-25,-88,143
3590,3592,-30,-87,148
3600,3642,-41,-88,160
3610,3640,-37,-87,156
3620,3626,-48,-87,168
3630,3703,-44,-87,164
3640,3747,-56,-87,176
3650,3672,-51,-87,169
3660,3632,-62,-87,180
3670,3706,-55,-87,172
3680,3711,-66,-87,-177
3690,3663,-61,-87,177
3700,3640,-71,-87,-173
3710,3619,-60,-86,175
3720,3707,-63,-86,178
3730,3672,-57,-86,172
3740,3690,-60,-86,175
3750,3706,-55,-85,169
3760,3720,-57,-85,171
3770,3743,-54,-85,168
3780,3682,-51,-85,165
3790,3671,-47,-85,161
3800,3655,-43,-86,158
3810,3691,-37,-86,152
3820,3687,-30,-86,145
3830,3662,-25,-86,140
3840,3668,-19,-86,134
3850,3637,-16,-86,132
3860,3714,-12,-86,127
3870,3608,-10,-87,125
3880,3715,-6,-87,121
3890,3610,-2,-88,117
3900,3723,6,-88,109
3910,3703,14,-88,101
3920,3681,27,-89,88
3930,3593,20,-89,96
3940,3676,30,-89,85
3950,3606,31,-89,85
3960,3724,38,-89,78
3970,3640,28,-89,88
3980,3700,39,-89,77
3990,3685,31,-88,84
4000,3668,41,-89,74
4010,3671,37,-89,79
4020,3645,51,-89,65
4030,3704,31,-89,85
4040,3665,15,-89,101
4050,3719,-3,-89,119
4060,3616,-26,-89,142
4070,3603,-37,-89,153
4080,3742,-61,-89,177
4090,3773,-51,-88,167
4100,3650,-71,-88,-172
4110,3617,-62,-88,178
4120,3706,-78,-88,-165
4130,3708,-68,-87,-175
4140,3678,-79,-87,-164
4150,3614,-71,-87,-173
4160,3584,-81,-87,-164
4170,3615,-72,-87,-173
4180,3668,-84,-87,-162
4190,3595,-75,-87,-171
4200,3685,-85,-87,-162
4210,3701,-74,-86,-174
4220,3697,-79,-86,-168
4230,3645,-71,-86,-177
4240,3598,-77,-86,-171
4250,3731,-88,-86,-160
4260,3663,-76,-86,-173
4270,3718,-69,-86,-180
4280,3699,-71,-86,-178
4290,3620,-75,-86,-173
4300,3663,-67,-87,179
4310,3705,-59,-87,171
4320,3694,-60,-87,172
4330,3693,-65,-88,178
4340,3648,-51,-88,163
4350,3570,-32,-87,145
4360,3745,-31,-88,143
4370,3701,-33,-88,146
4380,3673,-28,-89,141
4390,3560,-25,-89,138
4400,3775,-53,-90,166
4410,3576,165,-90,-53
4420,3604,143,-90,-31
4430,3673,23,-89,90
4440,3684,21,-89,92
4450,3656,61,-89,52
4460,3585,47,-90,66
4470,3650,24,-89,89
4480,3678,28,-89,85
4490,3637,39,-89,74
4500,3636,78,-89,35
4510,3768,49,-89,65
4520,3684,60,-89,53
4530,3595,38,-89,76
4540,3615,45,-90,69
4550,3677,0,-89,113
