Time [ms], Current [adc], Roll [deg], Pitch [deg], Yaw [deg]
23215,1901,178,-83,-29
23225,1909,179,-83,-30
23235,1927,180,-83,-30
23245,1917,180,-83,-31
23255,1915,-179,-83,-31
23265,1916,-180,-83,-31
23275,1918,-180,-83,-31
23285,1909,180,-83,-30
23295,1921,-179,-83,-31
23305,1916,-180,-83,-31
23315,1914,-180,-83,-31
23325,1910,-179,-83,-31
23335,1906,-178,-83,-32
23345,1910,-179,-83,-31
23355,1916,180,-83,-30
23365,1909,180,-83,-30
23375,1911,-180,-83,-30
23385,1912,179,-83,-29
23395,1911,179,-83,-29
23405,1914,180,-83,-30
0,1913,179,-83,-30
10,1911,180,-83,-30
20,1893,180,-83,-30
30,1904,178,-83,-29
40,1901,178,-83,-28
50,1899,178,-83,-29
60,1901,177,-83,-27
70,1909,176,-83,-27
80,1917,176,-83,-27
90,1918,175,-83,-26
100,1924,175,-83,-26
110,1911,175,-83,-26
120,1922,174,-83,-25
130,1938,174,-82,-25
140,1928,173,-82,-24
150,1928,173,-82,-23
160,1926,173,-82,-23
170,1948,173,-82,-23
180,1933,172,-82,-23
190,1963,172,-82,-22
200,1984,172,-82,-23
210,2015,173,-82,-23
220,1970,173,-82,-23
230,1939,174,-82,-24
240,1956,175,-82,-24
250,1955,175,-82,-25
260,1938,176,-83,-26
270,1974,176,-83,-25
280,1971,177,-83,-26
290,1996,177,-83,-25
300,2018,177,-83,-25
310,2124,178,-83,-26
320,2275,178,-83,-26
330,2299,179,-83,-26
340,2394,179,-83,-27
350,2543,178,-83,-25
360,2640,179,-83,-26
370,2672,179,-83,-25
380,2623,179,-83,-26
390,2750,178,-83,-24
400,3045,178,-83,-24
410,2985,176,-83,-21
420,2963,176,-83,-21
430,3196,175,-83,-20
440,3206,173,-83,-17
450,3434,172,-83,-17
460,3707,173,-83,-18
470,3511,171,-83,-16
480,3526,170,-83,-15
490,3644,167,-83,-12
500,3761,164,-84,-8
510,3756,164,-84,-9
520,3776,161,-84,-6
530,3705,158,-84,-2
540,3716,156,-84,-1
550,3782,157,-83,-1
560,3732,156,-83,0
570,3728,155,-83,1
580,3695,153,-83,2
590,3689,152,-83,3
600,3789,149,-83,7
610,3728,148,-83,8
620,3753,148,-83,8
630,3704,147,-83,9
640,3736,146,-83,9
650,3699,144,-83,11
660,3755,143,-83,13
670,3753,141,-83,14
680,3735,141,-83,15
690,3724,141,-82,14
700,3707,141,-82,15
710,3609,141,-82,15
720,3637,140,-82,16
730,3679,140,-82,16
740,3724,140,-83,16
750,3708,141,-82,16
760,3698,141,-83,15
770,3753,142,-83,15
780,3764,142,-83,15
790,3702,143,-83,14
