Time [ms], Current [adc], Roll [deg], Pitch [deg], Yaw [deg]
35908,1913,-34,-87,35
35921,1936,-37,-87,38
35931,1927,-39,-87,40
35941,1925,-40,-87,41
35948,1925,-40,-87,41
35958,1922,-41,-87,42
35971,1935,-41,-87,42
35981,1936,-41,-87,43
35991,1931,-40,-87,42
36001,1930,-41,-87,43
36008,1930,-41,-87,43
36021,1917,-39,-87,41
36031,1922,-38,-87,40
36041,1922,-40,-87,42
36051,1917,-38,-87,41
36061,1919,-41,-87,44
36068,1919,-41,-87,44
36080,1920,-43,-87,46
36091,1918,-46,-87,49
36101,1920,-44,-87,47
0,1916,-46,-87,50
10,1909,-46,-87,50
17,1909,-46,-87,50
30,1919,-46,-87,50
40,1913,-48,-87,52
50,1913,-46,-87,50
60,1914,-49,-87,54
67,1914,-49,-87,54
80,1922,-51,-87,56
90,1934,-49,-87,54
100,1939,-50,-87,56
107,1939,-50,-87,56
117,1944,-49,-87,55
130,1949,-50,-87,56
140,1949,-54,-87,60
150,1961,-55,-87,61
157,1961,-55,-87,61
170,1980,-52,-87,58
180,1967,-53,-87,58
187,1967,-53,-87,58
200,2023,-51,-86,57
210,1961,-51,-86,57
219,1995,-52,-86,57
227,1995,-52,-86,57
240,2038,-52,-86,58
247,2038,-52,-86,58
260,1959,-54,-86,59
270,1979,-56,-86,61
280,1995,-55,-86,60
287,1995,-55,-86,60
300,2053,-56,-86,61
310,2050,-57,-86,62
320,2158,-57,-86,62
330,2342,-56,-86,61
340,2353,-56,-86,61
347,2353,-56,-86,61
360,2614,-58,-86,63
370,2901,-58,-86,63
380,2814,-56,-86,61
387,2814,-56,-86,61
400,3004,-57,-86,62
410,3149,-53,-86,58
420,3071,-57,-86,63
430,2956,-54,-86,59
437,2956,-54,-86,59
450,3309,-50,-86,55
460,3262,-51,-86,56
469,3415,-48,-86,54
480,3655,-45,-85,51
490,3771,-41,-84,46
500,3722,-41,-84,46
507,3722,-41,-84,46
520,3780,-43,-84,48
530,3785,-43,-84,48
537,3785,-43,-84,48
550,3703,-38,-84,43
560,3748,-35,-84,39
570,3655,-35,-85,40
577,3655,-35,-85,40
590,3692,-37,-85,42
600,3767,-33,-84,37
610,3727,-35,-85,38
620,3677,-30,-85,34
630,3755,-27,-85,30
637,3755,-27,-85,30
650,3709,-20,-85,23
660,3588,-18,-85,21
670,3746,-17,-86,20
680,3729,-13,-85,15
690,3707,-10,-85,12
700,3720,-7,-85,9
710,3735,-2,-85,3
719,3655,3,-86,-2
730,3689,7,-85,-6
740,3732,11,-85,-11
750,3746,13,-85,-14
760,3701,19,-85,-19
770,3732,23,-84,-24
777,3732,23,-84,-24
790,3737,28,-84,-30
800,3739,35,-84,-37
810,3716,36,-84,-37
817,3716,36,-84,-37
830,3751,46,-84,-47
840,3723,49,-84,-50
850,3781,53,-84,-54
857,3781,53,-84,-54
870,3703,56,-83,-58
880,3678,59,-83,-61
890,3685,60,-83,-62
897,3685,60,-83,-62
910,3725,64,-83,-65
920,3693,63,-82,-65
930,3668,65,-83,-67
937,3668,65,-83,-67
950,3756,65,-82,-67
960,3682,68,-83,-70
967,3682,68,-83,-70
980,3712,70,-82,-72
990,3747,74,-82,-75
1000,3680,72,-82,-74
1007,3680,72,-82,-74
1020,3688,74,-82,-76
1030,3770,72,-82,-74
1040,3655,74,-82,-76
1050,3669,74,-82,-75
1057,3669,74,-82,-75
1070,3728,75,-82,-75
1080,3634,72,-82,-72
1090,3716,74,-82,-74
1097,3716,74,-82,-74
1110,3746,67,-82,-67
1120,3739,69,-82,-69
1130,3697,70,-82,-70
1140,3675,70,-83,-70
1147,3675,70,-83,-70
1160,3725,66,-83,-65
1170,3681,64,-83,-63
1180,3626,62,-84,-60
1190,3625,63,-84,-62
1200,3689,63,-84,-61
1210,3774,61,-85,-59
1219,3719,59,-85,-57
1230,3654,55,-85,-52
1240,3733,56,-86,-54
1250,3700,56,-87,-53
1260,3621,52,-87,-49
1270,3702,49,-87,-46
1280,3694,49,-87,-46
1287,3694,49,-87,-46
1297,3723,44,-87,-40
1310,3731,32,-88,-28
1320,3681,31,-88,-28
1327,3681,31,-88,-28
1337,3683,32,-88,-28
1350,3695,18,-88,-14
1360,3651,20,-88,-16
1370,3576,11,-88,-7
1380,3702,14,-88,-10
1390,3724,16,-89,-12
1397,3724,16,-89,-12
1410,3724,20,-89,-16
1420,3692,8,-89,-3
1430,3715,9,-89,-5
1440,3636,7,-89,-2
1447,3636,7,-89,-2
1460,3736,3,-88,2
1469,3610,-2,-88,7
1480,3727,-4,-89,9
1490,3724,-10,-88,15
1500,3682,-18,-89,23
1510,3722,-13,-89,18
1520,3780,-21,-88,26
1527,3780,-21,-88,26
1540,3727,-10,-88,15
1550,3747,-17,-88,22
1557,3747,-17,-88,22
1570,3745,-13,-88,18
1580,3739,-5,-88,9
1590,3731,8,-88,-4
1597,3731,8,-88,-4
1610,3664,21,-88,-17
1620,3694,28,-88,-25
1627,3694,28,-88,-25
1637,3674,35,-88,-32
1650,3685,43,-88,-40
1660,3692,45,-88,-43
1670,3774,50,-88,-48
1680,3714,48,-87,-47
1687,3714,48,-87,-47
1700,3693,50,-87,-49
1710,3634,58,-87,-57
1719,3715,67,-87,-65
1730,3734,69,-87,-68
1740,3716,74,-87,-73
1750,3756,75,-87,-73
1760,3700,77,-87,-76
1770,3728,79,-86,-78
1780,3684,80,-86,-79
1787,3684,80,-86,-79
1800,3719,78,-86,-77
1810,3695,76,-86,-76
1817,3695,76,-86,-76
1830,3673,76,-85,-77
1840,3767,74,-85,-76
1850,3580,72,-85,-74
1857,3580,72,-85,-74
1870,3765,73,-85,-75
1880,3663,74,-85,-76
1890,3644,74,-85,-77
1900,3724,73,-84,-75
1910,3673,73,-84,-76
1917,3673,73,-84,-76
1930,3629,71,-84,-73
1940,3686,69,-84,-71
1950,3564,68,-84,-71
1960,3641,71,-84,-73
1969,3740,72,-84,-74
1980,3701,73,-84,-75
1990,3634,73,-84,-75
2000,3649,75,-84,-76
2010,3781,73,-84,-74
2017,3781,73,-84,-74
2027,3685,74,-84,-75
2040,3614,75,-84,-75
2050,3736,75,-84,-74
2060,3689,74,-83,-73
2067,3689,74,-83,-73
2080,3640,75,-84,-73
2090,3766,76,-84,-74
2097,3766,76,-84,-74
2110,3683,72,-84,-69
2120,3741,72,-84,-69
2130,3654,72,-84,-69
2140,3757,77,-84,-73
2147,3757,77,-84,-73
2160,3682,80,-84,-74
2170,3693,78,-84,-72
2180,3708,80,-84,-73
2190,3712,82,-84,-75
2197,3712,82,-84,-75
2207,3665,77,-84,-69
2219,3621,79,-85,-70
2227,3621,79,-85,-70
2237,3678,83,-85,-74
2250,3748,85,-85,-75
2260,3625,84,-86,-75
2270,3713,79,-86,-70
2280,3776,82,-87,-73
2290,3723,79,-87,-70
2300,3722,84,-88,-76
2310,3654,85,-88,-77
2320,3699,80,-88,-71
2330,3600,71,-88,-63
2340,3655,64,-88,-56
2350,3719,60,-89,-52
2360,3614,55,-89,-46
2370,3630,82,-89,-73
2377,3630,82,-89,-73
2390,3685,-73,-90,82
2400,3738,-82,-90,92
2407,3738,-82,-90,92
2417,3748,-83,-90,93
2430,3719,-59,-89,68
2440,3756,-92,-89,102
2450,3649,-57,-89,66
2460,3711,-73,-89,83
2469,3760,-81,-88,91
2477,3760,-81,-88,91
2490,3659,-83,-88,93
2500,3612,-83,-88,93
2510,3723,-84,-88,94
2520,3735,-78,-87,88
2527,3735,-78,-87,88
2540,3667,-73,-87,84
2550,3698,-75,-87,86
2560,3645,-71,-88,81
2570,3645,-75,-88,85
2577,3645,-75,-88,85
2590,3633,-51,-88,61
2600,3700,-45,-88,54
2610,3732,-43,-88,52
2620,3758,-42,-88,51
2630,3679,-30,-89,39
2640,3716,-24,-88,33
2650,3753,-14,-88,22
2660,3672,-7,-88,15
2667,3672,-7,-88,15
2680,3667,-2,-89,10
2690,3633,4,-88,4
2700,3649,11,-88,-3
2710,3734,29,-89,-22
2717,3734,29,-89,-22
2727,3679,35,-88,-27
2740,3690,47,-87,-40
2750,3682,54,-87,-47
2757,3682,54,-87,-47
2767,3711,54,-87,-48
2780,3637,57,-87,-51
2790,3745,59,-87,-53
2800,3681,60,-87,-55
2810,3578,60,-87,-55
2820,3734,58,-88,-54
2830,3717,60,-87,-55
2840,3659,65,-87,-61
2850,3641,69,-87,-65
2857,3641,69,-87,-65
2870,3661,73,-87,-70
2880,3693,74,-87,-72
2890,3730,77,-87,-75
2897,3730,77,-87,-75
2910,3630,77,-87,-76
2920,3657,72,-87,-72
2930,3750,76,-87,-76
2937,3750,76,-87,-76
2950,3616,79,-87,-79
2960,3611,75,-87,-75
2969,3646,81,-87,-82
2980,3720,80,-86,-81
2990,3612,81,-86,-82
3000,3571,82,-86,-83
3010,3618,86,-86,-88
3017,3618,86,-86,-88
3027,3738,87,-86,-88
3040,3646,87,-86,-89
3050,3676,85,-86,-86
3060,3733,87,-86,-88
3067,3733,87,-86,-88
3077,3574,85,-86,-86
3090,3696,89,-86,-90
3100,3626,94,-86,-94
3110,3716,91,-86,-91
3117,3716,91,-86,-91
3127,3712,92,-86,-92
3140,3660,95,-86,-94
3150,3587,96,-86,-94
3160,3644,94,-86,-92
3170,3683,93,-86,-90
3177,3683,93,-86,-90
3190,3591,92,-86,-87
3200,3684,84,-86,-79
3210,3737,93,-86,-87
3219,3688,96,-86,-89
3230,3625,102,-87,-95
3240,3643,103,-87,-96
3250,3678,113,-86,-104
3260,3714,113,-86,-105
3270,3755,117,-86,-108
3277,3755,117,-86,-108
3287,3606,115,-87,-107
3300,3625,114,-87,-105
3310,3653,119,-87,-110
3317,3653,119,-87,-110
3327,3709,123,-88,-115
3340,3674,129,-88,-121
3350,3539,125,-88,-117
3360,3691,121,-88,-113
3367,3691,121,-88,-113
3377,3601,125,-89,-117
3390,3680,136,-89,-128
3400,3679,154,-89,-146
3410,3703,162,-89,-154
3420,3692,175,-89,-167
3430,3538,168,-89,-160
3440,3606,-170,-89,178
3450,3741,-175,-89,-177
3457,3741,-175,-89,-177
3469,3636,-163,-88,173
3480,3606,-154,-88,164
3487,3606,-154,-88,164
3500,3686,-154,-88,165
3510,3633,-152,-88,163
3520,3662,-146,-88,158
3530,3692,-147,-88,159
3540,3751,-149,-87,161
3550,3671,-154,-87,167
3557,3671,-154,-87,167
3570,3685,-159,-88,172
3580,3613,-160,-88,173
3590,3726,-166,-88,178
3600,3673,-172,-88,-177
3610,3640,-175,-88,-174
3620,3669,-176,-88,-174
3627,3669,-176,-88,-174
3640,3723,174,-89,-165
3650,3656,170,-88,-161
3657,3656,170,-88,-161
3670,3634,165,-88,-158
3680,3654,158,-88,-151
3690,3667,151,-88,-144
3700,3620,135,-88,-128
3707,3620,135,-88,-128
3719,3734,121,-87,-115
3730,3586,120,-87,-114
3737,3586,120,-87,-114
3750,3665,107,-86,-101
3760,3624,108,-86,-102
3770,3657,111,-85,-105
3777,3657,111,-85,-105
3787,3728,109,-85,-104
3800,3748,110,-84,-105
3810,3762,112,-83,-106
3820,3681,110,-83,-104
3830,3695,110,-83,-104
3840,3672,110,-82,-104
3850,3674,111,-82,-105
3857,3674,111,-82,-105
3867,3625,108,-81,-103
3880,3588,108,-80,-104
3890,3628,110,-80,-106
3900,3709,107,-79,-103
3907,3709,107,-79,-103
3920,3657,108,-79,-103
3930,3741,109,-79,-105
3940,3706,109,-79,-104
3950,3528,110,-78,-105
3960,3600,111,-78,-106
3969,3598,110,-78,-106
3980,3675,109,-78,-105
3990,3646,109,-78,-105
4000,3659,110,-78,-106
4010,3591,111,-78,-106
4020,3532,110,-78,-105
4030,3602,109,-78,-104
4040,3631,112,-79,-107
4050,3734,110,-79,-105
4060,3710,110,-79,-104
4070,3614,108,-79,-102
4080,3657,110,-79,-103
4090,3543,106,-80,-100
4100,3661,104,-80,-97
4110,3749,101,-80,-94
4117,3749,101,-80,-94
4127,3699,102,-80,-94
4140,3616,96,-81,-87
4150,3735,92,-82,-83
4160,3699,94,-82,-85
4167,3699,94,-82,-85
4177,3733,92,-82,-82
4190,3687,85,-83,-75
4200,3666,90,-83,-80
4210,3620,89,-83,-79
4219,3588,94,-84,-83
4227,3588,94,-84,-83
4237,3558,94,-84,-83
4250,3691,96,-84,-84
4260,3708,96,-84,-84
4270,3639,91,-84,-79
4280,3692,95,-84,-82
4290,3676,94,-84,-82
4300,3766,102,-84,-89
4307,3766,102,-84,-89
4317,3720,94,-85,-81
4330,3712,93,-85,-79
4340,3686,93,-85,-79
4350,3736,89,-85,-75
4360,3706,92,-85,-78
4370,3730,89,-85,-75
4380,3719,93,-84,-79
4390,3717,90,-84,-75
4400,3736,90,-85,-76
4410,3709,87,-85,-72
4420,3656,85,-85,-70
4427,3656,85,-85,-70
4440,3679,88,-85,-74
4450,3700,88,-85,-74
4460,3644,90,-85,-76
4469,3649,87,-85,-73
4477,3649,87,-85,-73
4487,3646,87,-85,-73
4500,3647,89,-86,-75
4510,3698,92,-86,-78
4520,3577,92,-86,-78
4530,3627,94,-86,-80
4537,3627,94,-86,-80
4550,3698,91,-85,-77
4560,3686,90,-85,-76
4570,3661,88,-85,-74
4577,3661,88,-85,-74
4587,3633,88,-85,-75
4600,3661,87,-84,-74
4610,3664,90,-84,-78
4620,3692,85,-84,-74
4630,3665,85,-84,-74
4640,3567,82,-84,-71
4650,3708,82,-84,-72
4657,3708,82,-84,-72
4667,3688,81,-84,-70
4680,3687,84,-83,-73
4690,3693,87,-83,-76
4700,3646,83,-83,-73
4710,3715,84,-83,-74
4717,3715,84,-83,-74
4730,3703,87,-83,-76
4740,3632,85,-82,-74
4750,3734,86,-82,-76
4757,3734,86,-82,-76
4770,3510,89,-81,-78
4780,3699,88,-81,-77
4790,3725,88,-82,-77
4800,3636,88,-81,-77
4810,3687,89,-81,-78
4820,3719,88,-81,-78
4827,3719,88,-81,-78
4837,3565,89,-81,-78
4850,3647,88,-81,-77
4860,3698,87,-81,-76
4870,3750,88,-81,-76
4877,3750,88,-81,-76
4890,3552,90,-81,-78
4900,3693,91,-81,-80
4910,3649,90,-81,-79
4917,3649,90,-81,-79
4927,3686,91,-81,-80
4940,3663,91,-81,-80
4950,3567,90,-80,-78
4960,3675,91,-80,-80
4969,3644,90,-80,-79
4980,3663,91,-80,-79
4987,3663,91,-80,-79
4997,3626,89,-80,-78
5010,3650,89,-80,-78
5020,3688,91,-80,-80
5030,3718,89,-80,-78
5040,3623,90,-80,-78
5047,3623,90,-80,-78
5060,3678,90,-80,-78
5070,3574,90,-80,-79
5080,3692,92,-80,-80
5090,3602,90,-80,-79
5100,3567,88,-81,-76
5110,3581,90,-81,-78
5120,3468,86,-81,-74
5130,3763,87,-81,-75
5137,3763,87,-81,-75
5150,3628,83,-82,-70
5157,3628,83,-82,-70
5170,3700,81,-83,-68
5180,3721,82,-83,-69
5190,3726,82,-84,-69
5200,3522,83,-84,-70
5210,3349,88,-84,-74
5219,3608,81,-85,-67
5230,3767,72,-85,-58
5240,3644,70,-85,-56
5250,3744,64,-85,-50
5260,3552,62,-86,-48
5270,3725,59,-86,-45
5280,3231,53,-86,-38
5290,3562,43,-87,-29
5300,3699,42,-87,-27
5310,3442,41,-87,-26
5320,3515,34,-88,-19
5330,3414,33,-88,-18
5340,3663,21,-88,-6
5350,3500,16,-88,-1
5360,3462,10,-88,5
5370,3627,4,-88,11
5380,3486,0,-88,15
5390,3506,-6,-88,21
5400,3466,-5,-88,20
5410,3423,-7,-88,22
5420,3387,-8,-88,22
5430,3375,-9,-88,24
5440,3429,-11,-88,25
5450,3538,-10,-88,25
5460,3403,-9,-88,24
5467,3403,-9,-88,24
5480,3431,-3,-88,17
5487,3431,-3,-88,17
5500,3503,13,-89,2
5510,3506,16,-88,-1
5520,3483,21,-88,-6
5530,3451,24,-88,-10
5540,3558,26,-88,-11
5550,3471,31,-88,-17
5557,3471,31,-88,-17
5570,3446,31,-88,-17
5580,3400,35,-88,-21
5590,3462,36,-88,-22
5600,3538,36,-87,-23
5607,3538,36,-87,-23
5620,3422,32,-87,-19
5630,3402,33,-87,-20
5640,3438,35,-87,-22
5647,3438,35,-87,-22
5657,3504,35,-87,-21
5670,3470,39,-87,-26
5680,3410,38,-86,-25
5690,3444,43,-87,-29
5697,3444,43,-87,-29
5710,3560,38,-86,-24
5719,3394,40,-86,-27
5730,3428,37,-86,-24
5740,3529,37,-86,-24
5750,3490,40,-87,-27
5760,3402,37,-86,-24
5770,3459,36,-86,-23
5780,3368,40,-87,-27
5790,3385,36,-87,-23
5800,3463,34,-87,-22
5807,3463,34,-87,-22
5820,3373,39,-87,-26
5830,3381,37,-87,-24
5840,3259,34,-87,-21
5847,3259,34,-87,-21
5860,3333,33,-87,-20
5870,3159,37,-87,-24
5880,3564,35,-87,-23
5890,3312,31,-87,-19
5900,3317,29,-87,-17
5910,3307,28,-87,-16
5920,3261,26,-87,-13
5930,3215,29,-87,-17
5940,3482,30,-87,-17
5950,3333,29,-87,-17
5960,3400,28,-87,-15
5969,3359,27,-87,-14
5977,3359,27,-87,-14
5990,3399,22,-86,-9
6000,3402,20,-87,-7
6010,3287,20,-87,-8
6020,3345,20,-87,-8
6030,3141,20,-87,-8
6040,3316,17,-87,-5
6050,3199,17,-86,-4
6060,3350,18,-86,-6
6070,3223,19,-86,-6
6080,3228,20,-87,-7
6090,3314,21,-87,-8
6100,3339,20,-87,-8
6110,3220,19,-87,-7
6120,3243,18,-86,-5
6130,3155,17,-86,-5
6140,3247,18,-86,-6
6150,3058,19,-87,-7
6160,3199,20,-87,-8
6170,3155,20,-87,-8
6177,3155,20,-87,-8
6190,3222,16,-87,-5
6197,3222,16,-87,-5
6210,3099,17,-86,-6
6219,3114,16,-86,-4
6230,3156,15,-87,-3
6240,3158,15,-86,-3
6250,3243,15,-86,-3
6260,3283,13,-86,-2
6270,3185,12,-86,0
6280,3150,12,-85,0
6290,3275,12,-85,0
6300,3253,13,-85,-1
6310,3222,14,-86,-2
6320,3307,13,-85,-2
6330,3180,14,-85,-2
6340,3190,14,-85,-3
6350,3184,15,-86,-3
6360,3154,15,-86,-3
6370,3049,14,-85,-3
6380,2981,15,-85,-4
6390,2860,15,-85,-3
6400,2975,14,-85,-3
6410,3100,14,-85,-2
6420,3056,14,-85,-3
6430,2924,14,-85,-3
6440,2983,14,-85,-2
6450,3091,14,-85,-3
6460,2994,14,-85,-3
6469,2868,14,-85,-3
6480,3201,15,-86,-3
6490,3189,15,-86,-3
6500,2949,14,-86,-3
