Time [ms], Current [adc], Roll [deg], Pitch [deg], Yaw [deg]
4,1884,0,0,180
13,1879,0,0,180
23,1896,0,0,180
33,1881,0,0,180
42,1882,0,-1,180
53,1898,0,-1,180
63,1904,0,-1,180
73,1895,0,-1,180
82,1885,0,-1,180
93,1944,0,-1,180
103,1912,0,-1,180
113,1879,0,-1,180
123,1880,0,-2,180
133,1881,0,-2,180
143,2068,0,-2,180
153,2065,0,-2,180
163,1883,0,-2,180
173,1915,0,-2,180
183,1911,0,-2,180
193,1929,0,-2,180
203,1902,0,-2,180
213,1904,0,-2,180
223,1901,0,-3,180
233,2006,0,-3,180
243,1888,0,-3,180
253,1897,0,-3,180
263,1898,0,-3,180
273,1911,0,-3,180
283,2141,0,-3,180
292,2015,0,-3,180
303,1913,0,-4,180
313,2783,0,-4,180
323,3384,0,-4,180
332,3263,1,-4,180
343,1984,1,-4,180
353,1607,1,-4,180
363,3768,1,-4,180
373,3582,1,-4,180
383,2753,1,-4,180
393,2519,1,-5,180
403,2414,1,-5,180
413,3724,1,-5,180
423,3446,2,-5,180
433,3447,2,-5,180
443,3708,2,-5,180
453,3759,2,-5,180
463,3784,1,-5,180
473,3763,1,-6,180
483,3740,1,-6,180
493,3783,1,-6,180
503,3774,1,-6,180
513,3759,1,-6,180
523,3763,1,-6,180
533,3676,1,-6,180
542,3760,1,-6,180
553,3267,1,-7,179
563,3746,1,-7,179
573,3749,1,-7,179
582,3524,1,-7,179
593,3757,1,-7,179
603,3612,1,-7,179
613,3458,1,-7,179
623,3766,1,-7,179
633,3761,1,-7,179
643,3745,1,-8,179
653,3768,1,-8,179
663,3769,1,-8,179
673,3777,1,-8,179
683,3287,1,-8,179
693,3314,1,-8,179
703,3770,1,-8,179
713,3758,1,-8,179
723,3313,2,-9,180
733,3579,2,-9,180
743,3233,2,-9,180
753,3700,2,-9,180
763,3786,2,-9,181
773,3781,2,-9,181
783,3742,2,-9,181
792,3780,2,-9,181
803,3642,2,-10,182
813,3742,2,-10,183
823,3420,2,-10,183
832,3774,2,-10,184
843,3502,2,-10,184
853,3239,2,-11,185
863,3773,2,-11,186
873,3782,2,-11,187
883,3568,2,-11,187
893,3735,2,-12,188
903,3741,2,-12,189
913,3729,2,-12,190
923,3480,2,-12,191
933,3200,2,-13,192
943,3762,2,-13,192
953,3754,2,-13,193
963,3748,2,-14,193
973,3636,2,-14,194
983,3779,3,-14,194
993,3786,3,-14,195
1003,3781,3,-15,195
1013,3770,3,-15,195
1023,3745,3,-15,196
1033,3624,3,-15,196
1042,3172,3,-15,196
1053,3773,3,-15,196
1063,3556,3,-15,196
1073,3782,2,-15,197
1082,3733,2,-15,196
1093,3739,2,-15,196
1103,3743,1,-16,196
1113,3789,1,-16,196
1123,3526,0,-15,196
1133,3752,0,-15,196
1143,3169,-1,-15,195
1153,3584,-1,-15,195
1163,3774,-2,-15,194
1173,3753,-2,-15,194
1183,3747,-3,-15,194
1193,3232,-3,-15,193
1203,3399,-3,-15,192
1213,3754,-4,-15,191
1223,3551,-4,-15,191
1233,3573,-4,-15,190
1243,3735,-4,-15,189
1253,3724,-5,-15,188
1263,3210,-5,-15,187
1273,3165,-5,-15,186
1283,3776,-5,-15,185
1292,3720,-5,-16,184
1303,3764,-5,-16,183
1313,3757,-5,-16,182
1323,3736,-5,-16,181
1332,3780,-5,-16,180
1343,3752,-5,-16,179
1353,3735,-5,-16,178
1363,3772,-5,-16,177
1373,3227,-5,-17,177
1383,3781,-5,-17,176
1393,3774,-5,-17,175
1403,3755,-5,-17,174
1413,3765,-4,-18,174
1423,3713,-4,-18,173
1433,3761,-4,-18,172
1443,3753,-4,-19,172
1453,3754,-4,-19,171
1463,3543,-4,-19,171
1473,3776,-4,-20,170
1483,3770,-5,-20,170
1493,3743,-5,-20,170
1503,3704,-5,-20,169
1513,3736,-5,-20,169
1523,3784,-5,-20,169
1533,3503,-5,-21,168
1542,3766,-4,-21,168
1553,3755,-4,-21,168
1563,3377,-4,-21,168
1573,3780,-4,-21,168
1582,3179,-4,-21,168
1593,3615,-4,-22,168
1603,3770,-4,-21,168
1613,3759,-3,-22,168
1623,3731,-3,-22,168
1633,3726,-3,-22,169
1643,3751,-3,-22,169
1653,3570,-2,-22,169
1663,3745,-2,-22,169
1673,3736,-2,-22,170
1683,3617,-1,-22,170
1693,3779,-1,-22,171
1703,3250,0,-22,171
1713,3296,0,-22,172
1723,3764,0,-22,172
1733,3744,1,-23,173
1743,3774,1,-22,174
1753,3748,1,-23,174
1763,3727,1,-22,175
1773,3270,1,-22,176
1783,3755,1,-22,177
1792,3707,1,-22,177
1803,3744,2,-22,178
1813,3764,2,-22,179
1823,3775,2,-23,180
1832,3598,2,-23,181
1843,3474,2,-23,183
1853,3713,1,-23,184
1863,3770,1,-23,185
1873,3755,1,-24,187
1883,3227,0,-24,188
1893,3746,-1,-24,189
1903,3780,-1,-25,191
1913,3761,-2,-25,192
1923,3744,-2,-25,193
1933,3737,-2,-25,194
1943,3743,-1,-26,195
1953,3779,-1,-26,196
1963,3247,-1,-27,196
1973,3159,0,-27,197
1983,3538,0,-27,197
1993,3788,0,-27,198
2003,3773,0,-28,198
2013,3460,0,-28,199
2023,3511,0,-28,199
2033,3740,0,-28,199
2042,3782,0,-28,200
2053,3723,-1,-28,200
2063,3751,-2,-28,200
2073,3471,-2,-28,200
2082,3760,-3,-28,200
2093,3626,-4,-27,200
2103,3765,-4,-27,199
2113,3175,-5,-27,199
2123,3768,-5,-27,199
2133,3775,-5,-27,198
2143,3587,-6,-27,198
2153,3740,-6,-27,197
2163,3505,-6,-27,197
2173,3756,-7,-26,196
2183,3542,-7,-27,196
2193,3746,-8,-27,195
2203,3766,-8,-27,194
2213,3720,-9,-27,193
2223,3790,-9,-27,193
2233,3740,-9,-27,192
2243,3766,-9,-27,191
2253,3510,-10,-27,190
2263,3384,-10,-27,189
2273,3751,-10,-27,188
2283,3773,-10,-27,187
2292,3767,-10,-27,186
2303,3754,-10,-27,185
2313,3731,-10,-27,183
2323,3731,-9,-27,182
2332,3676,-9,-28,182
2343,3756,-9,-28,181
2353,3761,-8,-28,180
2363,3220,-8,-28,179
2373,3745,-8,-28,178
2383,3417,-8,-29,177
2393,3686,-7,-29,176
2403,3786,-7,-29,175
2413,3738,-7,-30,174
2423,3627,-6,-30,173
2433,3720,-6,-30,173
2443,3636,-6,-31,172
2453,3776,-6,-31,171
2463,3752,-6,-31,171
2473,3738,-6,-32,170
2483,3404,-6,-32,169
2493,3757,-6,-32,169
2503,3765,-6,-32,168
2513,3747,-6,-33,168
2523,3747,-6,-33,168
2533,3753,-6,-33,167
2542,3739,-6,-33,167
2553,3596,-5,-33,167
2563,3158,-5,-34,167
2573,3749,-5,-34,166
2582,3740,-4,-34,166
2593,3764,-4,-34,166
2603,3417,-4,-34,166
2613,3145,-4,-34,166
2623,3774,-4,-34,166
2633,3752,-3,-34,167
2643,3751,-3,-34,167
2653,3295,-3,-34,167
2663,3787,-2,-34,167
2673,3729,-2,-34,168
2683,3756,-2,-34,168
2693,3138,-2,-34,169
2703,3134,-2,-35,169
2713,3647,-1,-34,170
2723,3755,-1,-35,171
2733,3757,-1,-35,171
2743,3735,-1,-35,172
2753,3736,-1,-34,172
2763,3301,0,-35,173
2773,3753,0,-34,174
2783,3735,0,-35,175
2792,3775,0,-34,176
2803,3615,-1,-34,177
2813,3263,-1,-34,178
2823,3782,-1,-35,179
2832,3777,-1,-35,180
2843,3728,-1,-35,181
2853,3339,-2,-35,182
2863,3735,-2,-35,184
2873,3322,-3,-35,185
2883,3772,-4,-35,187
2893,3471,-4,-36,188
2903,3708,-5,-36,189
2913,3395,-6,-36,191
2923,3784,-7,-36,192
2933,3735,-7,-37,193
2943,3749,-7,-37,194
2953,3756,-7,-37,195
2963,3768,-7,-37,196
2973,3145,-7,-37,196
2983,3408,-7,-38,197
2993,3552,-7,-37,197
3003,3725,-6,-38,198
3013,3760,-6,-38,198
3023,3127,-6,-38,198
3033,3790,-6,-38,198
3042,3130,-7,-38,199
3053,3743,-7,-38,199
3063,3774,-8,-38,199
3073,3782,-8,-38,199
3082,3737,-8,-38,198
3093,3111,-9,-38,198
3103,3473,-9,-37,198
3113,3756,-10,-38,198
3123,3721,-10,-37,198
3133,3790,-10,-38,197
3143,3215,-10,-38,197
3153,3743,-11,-38,196
3163,3747,-11,-38,196
3173,3116,-11,-38,196
3183,3752,-11,-38,195
3193,3767,-11,-38,194
3203,3288,-11,-38,194
3213,3680,-11,-38,193
3223,3770,-11,-38,192
3233,3743,-11,-38,192
3243,3222,-11,-39,191
3253,3416,-11,-39,190
3263,3733,-11,-39,189
3273,3482,-11,-39,188
3283,3792,-11,-39,188
3292,3727,-11,-39,187
3303,3758,-10,-39,186
3313,3791,-10,-39,185
3323,3743,-10,-39,184
3332,3790,-9,-40,183
3343,3607,-9,-40,182
3353,3735,-9,-40,182
3363,3773,-8,-40,181
3373,3781,-8,-40,180
3383,3744,-8,-40,179
3393,3471,-7,-40,178
3403,3126,-7,-40,177
3413,3763,-7,-41,177
3423,3648,-6,-41,176
3433,3092,-6,-41,175
3443,3240,-6,-41,174
3453,3777,-5,-42,174
3463,3762,-5,-42,173
3473,3744,-5,-43,173
3483,3342,-4,-43,172
3493,3746,-4,-43,172
3503,3739,-4,-43,171
3513,3773,-4,-43,171
3523,3096,-4,-43,170
3533,3743,-4,-44,170
3542,3441,-3,-44,170
3553,3349,-3,-44,170
3563,3747,-3,-44,169
3573,3762,-3,-44,169
3582,3728,-2,-45,169
3593,3763,-3,-45,169
3603,3197,-2,-45,169
3613,3777,-2,-45,169
3623,3615,-2,-45,169
3633,3765,-2,-45,169
3643,3770,-2,-45,169
3653,3109,-2,-45,170
3663,3739,-2,-45,170
3673,3554,-2,-45,170
3683,3783,-2,-46,170
3693,3760,-2,-46,171
3703,3760,-2,-46,171
3713,3752,-2,-46,172
3723,3495,-2,-46,172
3733,3786,-2,-46,172
3743,3170,-2,-46,173
3753,3127,-3,-46,174
3763,3762,-3,-46,174
3773,3760,-3,-46,175
3783,3693,-3,-46,175
3792,3776,-3,-46,176
3803,3763,-4,-46,176
3813,3704,-4,-46,177
3823,3487,-4,-47,177
3832,3177,-5,-47,178
3843,3101,-5,-47,179
3853,3755,-6,-46,180
3863,3074,-6,-47,181
3873,3740,-7,-47,182
3883,3624,-7,-47,183
3893,3751,-8,-47,185
3903,3616,-9,-47,186
3913,3767,-10,-47,187
3923,3777,-11,-47,189
3933,3740,-12,-47,190
3943,3163,-13,-47,191
3953,3748,-14,-47,192
3963,3744,-15,-47,194
3973,3774,-15,-47,194
3983,3645,-16,-47,195
3993,3148,-16,-47,196
4003,3679,-16,-47,197
4013,3164,-16,-47,197
4023,3371,-16,-47,197
4033,3777,-16,-47,198
4042,3775,-16,-48,198
4053,3764,-17,-48,198
4063,3760,-16,-48,198
4073,3688,-17,-48,198
4082,3088,-17,-48,198
4093,3300,-17,-48,198
4103,3768,-17,-48,198
4113,3768,-17,-48,198
4123,3757,-18,-48,197
4133,3678,-18,-48,197
4143,3496,-18,-48,197
4153,3778,-18,-48,197
4163,3777,-18,-48,196
4173,3748,-18,-48,196
4183,3228,-18,-48,195
4193,3757,-18,-48,195
4203,3343,-18,-49,195
4213,3301,-18,-49,194
4223,3630,-18,-49,194
4233,3356,-18,-49,193
4243,3793,-18,-49,193
4253,3752,-18,-49,192
4263,3705,-18,-49,192
4273,3735,-18,-49,191
4283,3783,-18,-50,191
4292,3676,-18,-50,190
4303,3103,-18,-50,189
4313,3547,-17,-50,189
4323,3745,-17,-50,188
4332,3778,-16,-51,187
4343,3773,-16,-51,186
4353,3744,-16,-51,186
4363,3192,-15,-51,185
4373,3702,-15,-51,184
4383,3763,-14,-52,184
4393,3758,-14,-52,183
4403,3754,-13,-52,182
4413,3758,-13,-52,181
4423,3318,-13,-53,181
4433,3623,-12,-53,180
4443,3405,-12,-53,179
4453,3682,-12,-53,179
4463,3776,-11,-54,178
4473,3716,-11,-54,178
4483,3638,-10,-54,177
4493,3440,-10,-54,176
4503,3672,-10,-54,176
4513,3281,-9,-55,175
4523,3092,-9,-55,175
4533,3777,-8,-55,175
4542,3680,-8,-55,174
4553,3781,-8,-55,174
4563,3776,-8,-55,174
4573,3521,-7,-55,173
4582,3072,-7,-56,173
4593,3760,-7,-56,173
4603,3716,-7,-55,173
4613,3680,-7,-56,173
4623,3751,-7,-56,173
4633,3712,-7,-56,173
4643,3738,-7,-56,173
4653,3648,-7,-56,174
4663,3732,-7,-56,174
4673,3747,-7,-56,174
4683,3712,-7,-56,174
4693,3112,-7,-56,174
4703,3749,-8,-56,175
4713,3776,-8,-56,175
4723,3330,-8,-56,175
4733,3775,-8,-56,175
4743,3743,-8,-57,176
4753,3751,-8,-57,176
4763,3764,-8,-57,177
4773,3291,-9,-57,177
4783,3429,-9,-57,177
4792,3743,-9,-57,178
4803,3755,-9,-57,178
4813,3592,-10,-57,179
4823,3785,-11,-57,180
4832,3536,-12,-57,181
4843,3770,-12,-57,182
4853,3768,-13,-57,183
4863,3088,-14,-57,185
4873,3745,-15,-57,186
4883,3767,-16,-57,187
4893,3416,-17,-57,189
4903,3776,-19,-57,190
4913,3588,-20,-57,191
4923,3688,-21,-57,193
4933,3351,-22,-57,194
4943,3767,-23,-57,196
4953,3735,-23,-57,197
